date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:02:46	4627/4627	---M--	200	added ('OK')	application/javascript	etag:%221213-5ff1d39002ac0%22	http://localhost/wordpress/wp-includes/js/dist/hooks.min.js?ver=c6aec9a8d4e5a5d543a1	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-includes/js/dist/hooks.min2ebd.js	(from http://localhost/wordpress/)
02:02:46	16146/16146	---M--	200	added ('OK')	application/javascript	etag:%223f12-5ff1d39002ac0%22	http://localhost/wordpress/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from http://localhost/wordpress/)
02:02:46	10778/10778	---MCZ	200	added ('OK')	application/javascript	etag:W/10813-1684464930779.0781	https://stats.wp.com/w.js?ver=202339	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/stats.wp.com/wd624.js	(from http://localhost/wordpress/)
02:02:48	10857/10857	---M--	200	added ('OK')	application/javascript	etag:%222a69-6062a13636ce4%22	http://localhost/wordpress/wp-content/plugins/kenta-companion/assets/js/kenta-companion.min.js?ver=1.1.9	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/plugins/kenta-companion/assets/js/kenta-companion.minc5c9.js	(from http://localhost/wordpress/)
02:02:49	13577/13577	---M--	200	added ('OK')	application/javascript	etag:%223509-5fdabee5f2100%22	http://localhost/wordpress/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://localhost/wordpress/)
02:02:51	10753/10753	---M--	200	added ('OK')	application/javascript	etag:%222a01-6062a10d46dd4%22	http://localhost/wordpress/wp-content/themes/kenta/dist/vendor/hc-sticky/hc-sticky.min.js?ver=1.2.3	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/themes/kenta/dist/vendor/hc-sticky/hc-sticky.min9632.js	(from http://localhost/wordpress/)
02:02:51	370/370	---M--	200	added ('OK')	application/javascript	etag:%22172-6062a1479af66%22	http://localhost/wordpress/wp-content/plugins/kenta-blocks/dist/frontend.min.js?ver=1.3.6	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/plugins/kenta-blocks/dist/frontend.min6a9f.js	(from http://localhost/wordpress/)
02:02:51	16393/16393	---M--	200	added ('OK')	application/javascript	etag:%224009-6062a10d471bb%22	http://localhost/wordpress/wp-content/themes/kenta/dist/vendor/scrollreveal/scrollreveal.min.js?ver=1.2.3	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/themes/kenta/dist/vendor/scrollreveal/scrollreveal.min9632.js	(from http://localhost/wordpress/)
02:02:55	94846/94846	---M--	200	added ('OK')	image/jpeg	etag:%221727e-6062ac426ffea%22	http://localhost/wordpress/wp-content/uploads/2023/09/abstract-background-1.jpg	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/uploads/2023/09/abstract-background-1.jpg	(from http://localhost/wordpress/)
02:02:55	6758/6758	---M--	200	added ('OK')	application/json	date:Thu,%2028%20Sep%202023%2020:02:51%20GMT	http://localhost/wordpress/wp-json/wp/v2/pages/211	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-json/wp/v2/pages/211.json	(from http://localhost/wordpress/)
02:02:56	87482/87482	---M--	200	added ('OK')	application/javascript	etag:%22155ba-5fc971b7d21c0%22	http://localhost/wordpress/wp-includes/js/jquery/jquery.min.js?ver=3.7.0	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-includes/js/jquery/jquery.min3088.js	(from http://localhost/wordpress/)
02:02:56	822/822	---M--	200	added ('OK')	text/xml	date:Thu,%2028%20Sep%202023%2020:02:55%20GMT	http://localhost/wordpress/xmlrpc.php?rsd	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/xmlrpc0db0.php	(from http://localhost/wordpress/)
02:02:58	2396/2396	---M--	200	added ('OK')	application/json	date:Thu,%2028%20Sep%202023%2020:02:56%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2F	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-json/oembed/1.0/embed68f4.json	(from http://localhost/wordpress/)
02:03:00	2463/2463	---M--	200	added ('OK')	text/xml	date:Thu,%2028%20Sep%202023%2020:02:58%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2F&format=xml	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-json/oembed/1.0/embedd248	(from http://localhost/wordpress/)
02:03:04	64145/64145	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Sep%202023%2020:03:00%20GMT	http://localhost/wordpress/about/	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/about/index.html	(from http://localhost/wordpress/)
02:03:06	10770/10770	---M--	200	added ('OK')	application/javascript	etag:%222a12-6062abdb086ba%22	http://localhost/wordpress/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.8	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/plugins/contact-form-7/includes/swv/js/index41a3.js	(from http://localhost/wordpress/)
02:03:10	62123/62123	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Sep%202023%2020:03:06%20GMT	http://localhost/wordpress/contact/	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/contact/index.html	(from http://localhost/wordpress/)
02:03:12	12943/12943	---M--	200	added ('OK')	application/javascript	etag:%22328f-6062abdb053f4%22	http://localhost/wordpress/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.8	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/plugins/contact-form-7/includes/js/index41a3.js	(from http://localhost/wordpress/)
02:03:17	65932/65932	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Sep%202023%2020:03:13%20GMT	http://localhost/wordpress/privacy-policy-2/	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/privacy-policy-2/index.html	(from http://localhost/wordpress/)
02:03:19	9636/9636	---M--	200	added ('OK')	application/javascript	etag:%2225a4-6062abe88e6cb%22	http://localhost/wordpress/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.8.1.1	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.minf111.js	(from http://localhost/wordpress/)
02:03:21	114974/114974	---M--	200	added ('OK')	image/jpeg	etag:%221c11e-6062b971a82ac%22	http://localhost/wordpress/wp-content/uploads/2023/09/1484737203254IMG7152.jpeg	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/uploads/2023/09/1484737203254IMG7152.jpg	(from http://localhost/wordpress/)
02:03:22	3037/3037	---M--	200	added ('OK')	application/javascript	etag:%22bdd-6062abe88c389%22	http://localhost/wordpress/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=8.1.1	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min12c8.js	(from http://localhost/wordpress/)
02:03:24	1845/1845	---M--	200	added ('OK')	application/javascript	etag:%22735-6062abe890212%22	http://localhost/wordpress/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.8.1.1	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min956a.js	(from http://localhost/wordpress/)
02:03:25	2139/2139	---M--	200	added ('OK')	application/javascript	etag:%2285b-6062abe88e2d7%22	http://localhost/wordpress/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=8.1.1	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min12c8.js	(from http://localhost/wordpress/)
02:03:25	69145/69145	---MC-	200	added ('OK')	text/html	date:Thu,%2028%20Sep%202023%2020:03:19%20GMT	http://localhost/wordpress/shop/	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/shop/index.html	(from http://localhost/wordpress/)
02:03:25	4598/4598	---M--	200	added ('OK')	image/svg+xml	etag:%2211f6-555a9cb3a8fc0%22	http://localhost/wordpress/wp-includes/js/mediaelement/mejs-controls.svg	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-includes/js/mediaelement/mejs-controls.svg	(from http://localhost/wordpress/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17)
02:03:27	13384/13384	---M--	200	added ('OK')	application/javascript	etag:%223448-6062a10d46217%22	http://localhost/wordpress/wp-content/themes/kenta/dist/js/app.min.js?ver=1.2.3	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/themes/kenta/dist/js/app.min9632.js	(from http://localhost/wordpress/)
02:03:32	56195/56195	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2028%20Sep%202023%2020:03:28%20GMT	http://localhost/wordpress/wp-content/plugins/kenta-blocks/assets/fontawesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/plugins/kenta-blocks/assets/fontawesome/webfonts/fa-brands-400.ttf	(from http://localhost/wordpress/wp-content/plugins/kenta-blocks/assets/fontawesome/css/all.min.css?ver=1.3.6)
02:03:36	23940/23940	---M--	200	added ('OK')	font/woff2	etag:%225d84-6062a1478ce9c%22	http://localhost/wordpress/wp-content/plugins/kenta-blocks/assets/fontawesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/plugins/kenta-blocks/assets/fontawesome/webfonts/fa-regular-400.woff2	(from http://localhost/wordpress/wp-content/plugins/kenta-blocks/assets/fontawesome/css/all.min.css?ver=1.3.6)
02:03:39	56195/56195	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2028%20Sep%202023%2020:03:36%20GMT	http://localhost/wordpress/wp-content/plugins/kenta-blocks/assets/fontawesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/plugins/kenta-blocks/assets/fontawesome/webfonts/fa-regular-400.ttf	(from http://localhost/wordpress/wp-content/plugins/kenta-blocks/assets/fontawesome/css/all.min.css?ver=1.3.6)
02:03:45	105536/105536	---M--	200	added ('OK')	font/woff2	etag:%2219c40-6062a1478ce9c%22	http://localhost/wordpress/wp-content/plugins/kenta-blocks/assets/fontawesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/plugins/kenta-blocks/assets/fontawesome/webfonts/fa-brands-400.woff2	(from http://localhost/wordpress/wp-content/plugins/kenta-blocks/assets/fontawesome/css/all.min.css?ver=1.3.6)
02:03:50	56195/56195	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2028%20Sep%202023%2020:03:45%20GMT	http://localhost/wordpress/wp-content/plugins/kenta-blocks/assets/fontawesome/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/plugins/kenta-blocks/assets/fontawesome/webfonts/fa-solid-900.2d.delayed	(from http://localhost/wordpress/wp-content/plugins/kenta-blocks/assets/fontawesome/css/all.min.css?ver=1.3.6)
02:03:51	4960/4960	---M--	200	added ('OK')	font/woff2	etag:%221360-6062a1478d27f%22	http://localhost/wordpress/wp-content/plugins/kenta-blocks/assets/fontawesome/webfonts/fa-v4compatibility.woff2	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/plugins/kenta-blocks/assets/fontawesome/webfonts/fa-v4compatibility.woff2	(from http://localhost/wordpress/wp-content/plugins/kenta-blocks/assets/fontawesome/css/all.min.css?ver=1.3.6)
02:03:55	56195/56195	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2028%20Sep%202023%2020:03:51%20GMT	http://localhost/wordpress/wp-content/plugins/kenta-blocks/assets/fontawesome/webfonts/fa-v4compatibility.ttf	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/plugins/kenta-blocks/assets/fontawesome/webfonts/fa-v4compatibility.ttf	(from http://localhost/wordpress/wp-content/plugins/kenta-blocks/assets/fontawesome/css/all.min.css?ver=1.3.6)
02:04:06	154228/154228	---M--	200	added ('OK')	font/woff2	etag:%2225a74-6062a1478d27f%22	http://localhost/wordpress/wp-content/plugins/kenta-blocks/assets/fontawesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/plugins/kenta-blocks/assets/fontawesome/webfonts/fa-solid-900.woff2	(from http://localhost/wordpress/wp-content/plugins/kenta-blocks/assets/fontawesome/css/all.min.css?ver=1.3.6)
02:04:11	56195/56195	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2028%20Sep%202023%2020:04:06%20GMT	http://localhost/wordpress/wp-content/themes/kenta/lotta-framework/dist/vendor/fontawesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/themes/kenta/lotta-framework/dist/vendor/fontawesome/webfonts/fa-brands-400.31.delayed	(from http://localhost/wordpress/wp-content/themes/kenta/lotta-framework/dist/vendor/fontawesome/css/all.min.css?ver=2.0.10)
02:04:12	384228/384228	---M--	200	added ('OK')	image/png	etag:%225dce4-60633be5bae24%22	http://localhost/wordpress/wp-content/uploads/2023/09/editedlogo2transparent.png	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/uploads/2023/09/editedlogo2transparent.png	(from http://localhost/wordpress/)
02:04:13	105536/105536	---M--	200	added ('OK')	font/woff2	etag:%2219c40-6062a10d4d35e%22	http://localhost/wordpress/wp-content/themes/kenta/lotta-framework/dist/vendor/fontawesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/themes/kenta/lotta-framework/dist/vendor/fontawesome/webfonts/fa-brands-400.woff2	(from http://localhost/wordpress/wp-content/themes/kenta/lotta-framework/dist/vendor/fontawesome/css/all.min.css?ver=2.0.10)
02:04:14	23940/23940	---M--	200	added ('OK')	font/woff2	etag:%225d84-6062a10d4d35e%22	http://localhost/wordpress/wp-content/themes/kenta/lotta-framework/dist/vendor/fontawesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/themes/kenta/lotta-framework/dist/vendor/fontawesome/webfonts/fa-regular-400.woff2	(from http://localhost/wordpress/wp-content/themes/kenta/lotta-framework/dist/vendor/fontawesome/css/all.min.css?ver=2.0.10)
02:04:16	56195/56195	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2028%20Sep%202023%2020:04:12%20GMT	http://localhost/wordpress/wp-content/themes/kenta/lotta-framework/dist/vendor/fontawesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/themes/kenta/lotta-framework/dist/vendor/fontawesome/webfonts/fa-regular-400.33.delayed	(from http://localhost/wordpress/wp-content/themes/kenta/lotta-framework/dist/vendor/fontawesome/css/all.min.css?ver=2.0.10)
02:04:21	56195/56195	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2028%20Sep%202023%2020:04:16%20GMT	http://localhost/wordpress/wp-content/themes/kenta/lotta-framework/dist/vendor/fontawesome/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/themes/kenta/lotta-framework/dist/vendor/fontawesome/webfonts/fa-solid-900.35.delayed	(from http://localhost/wordpress/wp-content/themes/kenta/lotta-framework/dist/vendor/fontawesome/css/all.min.css?ver=2.0.10)
02:04:22	4960/4960	---M--	200	added ('OK')	font/woff2	etag:%221360-6062a10d4d746%22	http://localhost/wordpress/wp-content/themes/kenta/lotta-framework/dist/vendor/fontawesome/webfonts/fa-v4compatibility.woff2	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/themes/kenta/lotta-framework/dist/vendor/fontawesome/webfonts/fa-v4compatibility.woff2	(from http://localhost/wordpress/wp-content/themes/kenta/lotta-framework/dist/vendor/fontawesome/css/all.min.css?ver=2.0.10)
02:04:26	56195/56195	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2028%20Sep%202023%2020:04:21%20GMT	http://localhost/wordpress/wp-content/themes/kenta/lotta-framework/dist/vendor/fontawesome/webfonts/fa-v4compatibility.ttf	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/themes/kenta/lotta-framework/dist/vendor/fontawesome/webfonts/fa-v4compatibility.37.delayed	(from http://localhost/wordpress/wp-content/themes/kenta/lotta-framework/dist/vendor/fontawesome/css/all.min.css?ver=2.0.10)
02:04:28	10768/10768	---M--	200	added ('OK')	font/woff2	etag:%222a10-6062acb1f4ec7%22	http://localhost/wordpress/wp-content/fonts/fira-sans/va9E4kDNxMZdWfMOD5Vvk4jLeTY.woff2	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/fonts/fira-sans/va9E4kDNxMZdWfMOD5Vvk4jLeTY.woff2	(from http://localhost/wordpress/wp-content/fonts/e57f61e262c08435add64496facfc11d.css?ver=1.2.3)
02:04:29	17600/17600	---M--	200	added ('OK')	font/woff2	etag:%2244c0-6062acb18ae49%22	http://localhost/wordpress/wp-content/fonts/fira-sans/va9E4kDNxMZdWfMOD5VvmojLeTY.woff2	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/fonts/fira-sans/va9E4kDNxMZdWfMOD5VvmojLeTY.woff2	(from http://localhost/wordpress/wp-content/fonts/e57f61e262c08435add64496facfc11d.css?ver=1.2.3)
02:04:29	7960/7960	---M--	200	added ('OK')	font/woff2	etag:%221f18-6062acb2614e1%22	http://localhost/wordpress/wp-content/fonts/fira-sans/va9E4kDNxMZdWfMOD5Vvm4jLeTY.woff2	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/fonts/fira-sans/va9E4kDNxMZdWfMOD5Vvm4jLeTY.woff2	(from http://localhost/wordpress/wp-content/fonts/e57f61e262c08435add64496facfc11d.css?ver=1.2.3)
02:04:31	8424/8424	---M--	200	added ('OK')	font/woff2	etag:%2220e8-6062acb33525a%22	http://localhost/wordpress/wp-content/fonts/fira-sans/va9E4kDNxMZdWfMOD5VvmIjLeTY.woff2	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/fonts/fira-sans/va9E4kDNxMZdWfMOD5VvmIjLeTY.woff2	(from http://localhost/wordpress/wp-content/fonts/e57f61e262c08435add64496facfc11d.css?ver=1.2.3)
02:04:31	12760/12760	---M--	200	added ('OK')	font/woff2	etag:%2231d8-6062acb2c95e1%22	http://localhost/wordpress/wp-content/fonts/fira-sans/va9E4kDNxMZdWfMOD5VvlIjLeTY.woff2	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/fonts/fira-sans/va9E4kDNxMZdWfMOD5VvlIjLeTY.woff2	(from http://localhost/wordpress/wp-content/fonts/e57f61e262c08435add64496facfc11d.css?ver=1.2.3)
02:04:36	23880/23880	---M--	200	added ('OK')	font/woff2	etag:%225d48-6062acb423c95%22	http://localhost/wordpress/wp-content/fonts/fira-sans/va9E4kDNxMZdWfMOD5Vvl4jL.woff2	C:/My%20Web%20Sites/copy%20of%20hostel%20hunter/localhost/wordpress/wp-content/fonts/fira-sans/va9E4kDNxMZdWfMOD5Vvl4jL.woff2	(from http://localhost/wordpress/wp-content/fonts/e57f61e262c08435add64496facfc11d.css?ver=1.2.3)
